"PK","MATRICULA","FECHA_RADICA_TEXTO","FECHA_APERTURA_TEXTO","YEAR_RADICA","ORIP","DIVIPOLA","DEPARTAMENTO","MUNICIPIO","TIPO_PREDIO_ZONA","CATEGORIA_RURALIDAD","NUM_ANOTACION","ESTADO_FOLIO","FOLIOS_DERIVADOS","Dinámica_Inmobiliaria","COD_NATUJUR","NOMBRE_NATUJUR","NUMERO_CATASTRAL","NUMERO_CATASTRAL_ANTIGUO","DOCUMENTO_JUSTIFICATIVO","COUNT_A","COUNT_DE","PREDIOS_NUEVOS","TIENE_VALOR","TIENE_MAS_DE_UN_VALOR","VALOR"
"52838-254-050449-00003-00125-2022","254-50449","2022-11-16 00:00:00","2016-11-02 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1094 DE 15-11-2022; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","3,000,000"
"52838-254-050450-00001-00909-2016","254-50450","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050450-00002-00125-2017","254-50450","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1090 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050451-00001-00909-2016","254-50451","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050451-00002-00125-2017","254-50451","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1103 DE 18-12-2017;","2","1","0","0","0",
"52838-254-050452-00001-00909-2016","254-50452","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050452-00002-00125-2017","254-50452","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1105 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050453-00001-00909-2016","254-50453","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050453-00002-00125-2017","254-50453","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1104 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050454-00001-00909-2016","254-50454","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050454-00002-00125-2017","254-50454","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1111 DE 19-12-2017;","1","1","0","0","0",
"52838-254-050455-00001-00909-2016","254-50455","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050455-00002-00125-2017","254-50455","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1102 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050456-00001-00909-2016","254-50456","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050456-00002-00125-2017","254-50456","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1101 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050456-00003-00125-2019","254-50456","2019-10-22 00:00:00","2016-11-02 00:00:00","2019","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 828 DE 21-10-2019;","1","1","0","0","0",
"52838-254-050456-00004-00138-2022","254-50456","2022-05-12 00:00:00","2016-11-02 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","138","DONACIÓN",,,"01-ESCRITURA 394 DE 11-04-2022; NOTARIA PRIMERA DE TUQUERRES","1","1","0","1","0","14,700,000"
"52838-254-050457-00001-00909-2016","254-50457","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050457-00002-00125-2017","254-50457","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1106 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050457-00003-00125-2022","254-50457","2022-11-16 00:00:00","2016-11-02 00:00:00","2022","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1095 DE 15-11-2022; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","3,000,000"
"52838-254-050458-00001-00909-2016","254-50458","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050458-00002-00125-2017","254-50458","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1099 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050458-00003-00125-2018","254-50458","2018-03-05 00:00:00","2016-11-02 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 144 DE 01-03-2018;","1","1","0","0","0",
"52838-254-050459-00001-00909-2016","254-50459","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050459-00002-00125-2017","254-50459","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1100 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050460-00001-00909-2016","254-50460","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050460-00002-00125-2018","254-50460","2018-02-13 00:00:00","2016-11-02 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 96 DE 13-02-2018; N","1","1","0","0","0",
"52838-254-050461-00001-00909-2016","254-50461","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050461-00002-00125-2017","254-50461","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1127 DE 20-12-2017;","1","1","0","0","0",
"52838-254-050462-00001-00909-2016","254-50462","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050462-00002-00125-2017","254-50462","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1108 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050462-00003-00125-2018","254-50462","2018-06-05 00:00:00","2016-11-02 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 419 DE 31-05-2018;","1","1","0","0","0",
"52838-254-050462-00004-00125-2023","254-50462","2023-06-02 00:00:00","2016-11-02 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1133 DE 25-10-2022; NOTARIA PRIMERA DE TUQUERRES","4","2","0","1","0","1,000,000"
"52838-254-050462-00005-00901-2023","254-50462","2023-06-02 00:00:00","2016-11-02 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","5",,,"0","901","ACLARACIÓN",,,"01-ESCRITURA 369 DE 18-05-2023; NOTARIA PRIMERA DE TUQUERRES","4","2","0","0","0",
"52838-254-050463-00001-00909-2016","254-50463","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050463-00002-00125-2017","254-50463","2017-12-22 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1087 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050464-00001-00909-2016","254-50464","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050464-00002-00125-2018","254-50464","2018-01-22 00:00:00","2016-11-02 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1112 DE 19-12-2017;","1","1","0","0","0",
"52838-254-050464-00003-00125-2018","254-50464","2018-08-27 00:00:00","2016-11-02 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 827 DE 24-08-2018;","1","1","0","0","0",
"52838-254-050464-00004-00125-2020","254-50464","2020-02-18 00:00:00","2016-11-02 00:00:00","2020","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","4",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 51 DE 12-02-2020; N","1","1","0","0","0",
"52838-254-050465-00001-00909-2016","254-50465","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050465-00002-00125-2017","254-50465","2017-12-27 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1096 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050466-00001-00909-2016","254-50466","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050466-00002-00125-2017","254-50466","2017-12-22 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1080 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050466-00003-00203-2023","254-50466","2023-09-13 00:00:00","2016-11-02 00:00:00","2023","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","203","HIPOTECA",,,"01-ESCRITURA 818 DE 08-09-2023; NOTARIA SEGUNDA DE TUQUERRES","1","1","0","1","0","50,000,000"
"52838-254-050467-00001-00909-2016","254-50467","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050467-00002-00125-2017","254-50467","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1095 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050468-00001-00909-2016","254-50468","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050468-00002-00125-2017","254-50468","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1078 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050469-00001-00909-2016","254-50469","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050469-00002-00125-2017","254-50469","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1098 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050470-00001-00909-2016","254-50470","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050470-00002-00125-2017","254-50470","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1094 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050471-00001-00909-2016","254-50471","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050471-00002-00125-2017","254-50471","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1129 DE 19-12-2017;","1","1","0","0","0",
"52838-254-050472-00001-00909-2016","254-50472","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050472-00002-00125-2017","254-50472","2017-12-22 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1091 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050473-00001-00909-2016","254-50473","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050473-00002-00125-2017","254-50473","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1079 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050474-00001-00909-2016","254-50474","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050474-00002-00125-2017","254-50474","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1088 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050475-00001-00909-2016","254-50475","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050475-00002-00125-2017","254-50475","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1089 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050475-00003-00125-2021","254-50475","2021-02-19 00:00:00","2016-11-02 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","3",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 28 DE 29-01-2021; N","1","1","0","0","0",
"52838-254-050476-00001-00909-2016","254-50476","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050476-00002-00125-2017","254-50476","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1077 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050477-00001-00909-2016","254-50477","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050477-00002-00125-2017","254-50477","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1085 DE 18-12-2017;","1","1","0","0","0",
"52838-254-050478-00001-00909-2016","254-50478","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050478-00002-00125-2018","254-50478","2018-01-24 00:00:00","2016-11-02 00:00:00","2018","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 30 DE 24-01-2018; N","1","1","0","0","0",
"52838-254-050479-00001-00909-2016","254-50479","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050479-00002-00125-2017","254-50479","2017-12-26 00:00:00","2016-11-02 00:00:00","2017","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","125","COMPRAVENTA",,,"01-ESCRITURA 1113 DE 19-12-2017;","1","1","0","0","0",
"52838-254-050480-00001-00909-2016","254-50480","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050480-00002-00124-2016","254-50480","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050481-00001-00909-2016","254-50481","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050481-00002-00124-2016","254-50481","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050482-00001-00909-2016","254-50482","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050482-00002-00124-2016","254-50482","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050483-00001-00909-2016","254-50483","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050483-00002-00124-2016","254-50483","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050484-00001-00909-2016","254-50484","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050484-00002-00124-2016","254-50484","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050485-00001-00909-2016","254-50485","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050485-00002-00124-2016","254-50485","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050486-00001-00909-2016","254-50486","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050486-00002-00124-2016","254-50486","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050487-00001-00909-2016","254-50487","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","1",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 1489 DE 29-09-2016;","0","1","1","0","0",
"52838-254-050487-00002-00124-2016","254-50487","2016-09-30 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","RURAL","Intermedio","2",,,"1","124","CESIÓN OBLIGATORIA DE ZONAS CON DESTINO A USO PÚBLICO",,,"01-ESCRITURA 1489 DE 29-09-2016;","1","1","0","0","0",
"52838-254-050489-00001-00919-2016","254-50489","2016-10-05 00:00:00","2016-11-02 00:00:00","2016","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","1",,,"1","919","ENGLOBE",,,"01-ESCRITURA 756 DE 29-09-2016;","0","2","1","0","0",
"52838-254-050489-00002-00909-2021","254-50489","2021-07-08 00:00:00","2016-11-02 00:00:00","2021","254","52838","NARIÑO","TÚQUERRES","URBANO","Intermedio","2",,,"0","909","CONSTITUCIÓN DE URBANIZACION",,,"01-ESCRITURA 210 DE 30-03-2021; NOTARIA SEGUNDA DE TUQUERRES","0","2","0","0","0",
